unit_short,subject_ID,sex,age,years_of_education,group,country,unit,subject_ID of the matched participant,wais3,wais4,waisvocabulary,raven,digit_span,spatial_span,melody_span,nback,PROMSMELODYSCORE,PROMSTUNINGSCORE,PROMSBEATSCORE,PROMSSPEEDSCORE,PROMSTOTALSCORE,PROMSTOTALSCORENOMELODY,eBMRQ_MusicSeeking,eBMRQ_EmotionEvocation,eBMRQ_MoodRegulation,eBMRQ_SensoryMotor,eBMRQ_SocialReward,eBMRQ_MusicalAbsorption,eBMRQ_TOT,BMRQ_TOT,gold_msi_active_engagement,gold_msi_perceptual_abilities,gold_msi_musical_training,gold_msi_emotions,gold_msi_singing_abilities,gold_msi_general_sophistication,bfi_extraversion,bfi_agreeableness,bfi_conscientiousness,bfi_negative_emotionality,bfi_open_mindedness,ses_nuclear_family,AddMusicTraining[years],lastMusicActivity[years],training[years],MT05,melody_span_score,to_keep
CA_McMaster,6n13m19,female,19,14,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,11m16t20,NA,30,0.5263157894736842,20,11,9,28,11,6.5,6,8,8,28.5,22,17,16,20,15,14,14,96,82,32,41,8,33,17,44,22,47,39,49,35,45.5,NA,NA,NA,0,block12,FALSE
CA_McMaster,7n30w18,female,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,1m11a19,NA,34,0.5964912280701754,22,5.5,9,21.5,20,6,4,6.5,5,21.5,15.5,17,18,19,19,16,14,103,89,43,45,17,35,26,68,51,40,36,43,46,31,1,5,NA,1,block12,TRUE
CA_McMaster,8n28z18,male,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,3m24d18,NA,42,0.7368421052631579,25,14,11,29.5,-7,4.5,5,4,4.5,18,13.5,17,16,18,10,15,16,92,76,44,40,22,34,33,78,38,46,42,35,46,53.5,1,5,NA,1,block12,TRUE
CA_McMaster,9n14a19,female,19,14,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,9m5s20,NA,37,0.6491228070175439,20,10.5,6.5,20.5,19,1.5,3,4,3.5,12,10.5,18,16,20,20,18,12,104,92,40,47,14,35,30,67,46,55,48,34,42,58,NA,NA,NA,0,block12,TRUE
CA_McMaster,10n24s18,female,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,6m5t18,NA,34,0.5964912280701754,14,6.5,8,10.5,27,3,4.5,2.5,3,13,10,12,11,14,16,12,11,76,65,25,42,8,27,25,49,39,48,53,39,41,40,NA,NA,NA,0,block12,TRUE
CA_McMaster,11n3j22,female,22,16,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,10m18s23,NA,36,0.631578947368421,26,9.5,11,20.5,24,4.5,4.5,2.5,4.5,16,11.5,13,14,14,13,12,10,76,66,22,30,10,31,17,38,32,47,43,38,29,37,NA,NA,NA,0,block12,FALSE
CA_McMaster,12n13s18,female,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,NA,NA,34,0.5964912280701754,24,8.5,7.5,24.5,5,5,6.5,7.5,6,25,20,14,17,20,19,18,15,103,88,46,58,21,38,45,94,47,53,48,50,45,40,NA,NA,NA,1,block12,TRUE
CA_McMaster,13n7k18,female,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,NA,NA,38,0.6666666666666666,12,11,6.5,14.5,-16,5,4.5,5.5,2,17,12,17,11,18,17,15,6,84,78,26,37,12,22,17,42,46,43,54,41,47,8,1,5,NA,0.5,block12,TRUE
CA_McMaster,14n15e18,male,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,15m27b19,NA,23,0.40350877192982454,21,10,7.5,29.5,20,5.5,7.5,7.5,8,28.5,23,13,13,18,12,17,16,89,73,45,42,24,34,31,86,33,40,40,33,56,66,NA,NA,1,0,block12,TRUE
CA_McMaster,15n26b19,male,19,14,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,13m27n20,NA,29,0.5087719298245614,13,13,8.5,28.5,23,5,4,6.5,6,21.5,16.5,16,15,18,15,15,8,87,79,41,51,7,32,26,59,44,36,42,34,42,66,NA,NA,NA,0,block12,TRUE
CA_McMaster,16n5d18,male,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,16m27s18,NA,44,0.7719298245614035,29,12.5,10,16,28,4,2.5,6.5,3,16,12,17,16,20,18,16,14,101,87,41,49,8,35,13,48,21,43,22,54,40,66,3,5,NA,0,block12,FALSE
CA_McMaster,17n5a21,male,21,16,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,17m23a22,NA,24,0.42105263157894735,20,9,9.5,23.5,11,6.5,4,5.5,4.5,20.5,14,14,18,20,11,17,15,95,80,46,48,15,34,26,67,31,50,57,28,45,59.5,NA,NA,NA,0,block12,FALSE
CA_McMaster,18n20a18,male,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,NA,NA,35,0.6140350877192983,27,12,10.5,27.5,27,4.5,8,5.5,7,25,20.5,16,12,20,15,17,15,95,80,42,47,22,34,19,76,35,46,32,42,47,56,NA,NA,1,0,block12,TRUE
CA_McMaster,19n1a18,male,18,13,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,NA,NA,47,0.8245614035087719,27,15,11.5,17.5,28,5,4,3,4,16,11,15,13,17,14,13,12,84,72,30,39,13,31,15,42,44,43,39,38,42,64.5,1,5,NA,0.5,block12,TRUE
CA_McMaster,20n20n20,female,20,15,nonmusician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,8m16n20,NA,35,0.6140350877192983,20,8.5,7.5,22,20,3.5,2.5,6.5,4.5,17,13.5,17,18,19,15,15,12,96,84,34,33,17,32,13,47,42,46,29,56,42,63,3,5,NA,2,block12,FALSE
CA_McMaster,1m11a19,female,19,14,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,7n30w18,NA,40,0.7017543859649122,26,16.5,11.5,43.5,29,10,6.5,6.5,6.5,29.5,19.5,18,17,17,18,19,18,107,89,49,55,47,37,40,112,45,41,46,37,48,64.5,NA,NA,14,10 or more,block12,TRUE
CA_McMaster,2m13a18,male,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,5n15h18,NA,44,0.7719298245614035,23,10.5,10,26,27,7,8,5.5,7.5,28,21,17,18,20,14,18,19,106,87,44,60,43,41,37,104,44,38,53,32,54,66,NA,NA,6,10 or more,block12,FALSE
CA_McMaster,3m24d18,male,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,8n28z18,NA,42,0.7368421052631579,28,11.5,10,24.5,17,9,7,7,5.5,28.5,19.5,17,19,20,16,19,15,106,91,45,56,43,39,34,98,44,41,58,42,52,66,NA,NA,13,10 or more,block12,TRUE
CA_McMaster,4m26c18,female,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,1n4p18,NA,41,0.7192982456140351,19,11,11.5,30,17,8,7,7.5,6.5,29,21,16,13,19,14,17,11,90,79,42,47,38,28,28,87,30,55,53,38,41,66,NA,NA,10,10 or more,block12,TRUE
CA_McMaster,5m29y18,female,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,3n22k18,NA,38,0.6666666666666666,21,7.5,8.5,21,11,6.5,6,7,5.5,25,18.5,16,20,20,19,16,18,109,91,37,45,35,39,28,79,37,48,44,37,47,60.5,NA,NA,10,6-9,block12,FALSE
CA_McMaster,6m5t18,female,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,10n24s18,NA,35,0.6140350877192983,22,9.5,9,20.5,20,6,7,4.5,7,24.5,18.5,16,20,20,19,18,13,106,93,42,57,47,42,42,116,44,58,40,28,60,52,NA,NA,12,10 or more,block12,TRUE
CA_McMaster,7m23e29,female,29,23,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,NA,NA,47,0.8245614035087719,26,10.5,10,26.5,17,6,7.5,7,6.5,27,21,19,17,15,19,17,15,102,87,55,58,46,37,37,107,56,48,52,26,54,59.5,NA,NA,13,10 or more,block12,TRUE
CA_McMaster,8m16n20,female,20,14,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,20n20n20,NA,43,0.7543859649122807,32,11.5,10.5,27.5,27,5.5,6.5,5.5,3,20.5,15,14,17,16,19,19,17,102,85,38,52,40,38,35,97,55,53,32,34,56,63.5,NA,NA,10,10 or more,block12,FALSE
CA_McMaster,9m5s20,female,20,15,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,9n14a19,NA,40,0.7017543859649122,17,9,7.5,23,6,8,8,2.5,5.5,24,16,14,19,20,19,17,17,106,89,42,57,41,39,40,102,50,52,35,52,56,57,NA,NA,10,10 or more,block12,TRUE
CA_McMaster,10m18s23,female,23,17,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,11n3j22,NA,42,0.7368421052631579,26,12.5,11,29,22,9.5,8,7,8,32.5,23,18,15,20,17,20,18,108,90,41,60,38,40,26,88,42,51,32,58,49,66,NA,NA,7,10 or more,block12,FALSE
CA_McMaster,11m16t20,female,20,15,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,6n13m19,NA,32,0.5614035087719298,13,11.5,7,18.5,24,7.5,5.5,6.5,6.5,26,18.5,16,15,16,16,15,16,94,78,45,49,34,33,31,85,42,39,48,42,51,45.5,NA,NA,9,6-9,block12,FALSE
CA_McMaster,12m23k22,female,22,17,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,2n26r21,NA,47,0.8245614035087719,20,11,11.5,19,17,6,4,7,5.5,22.5,16.5,14,15,17,15,16,9,86,77,37,46,35,34,29,85,36,44,29,29,43,42.5,NA,NA,10,10 or more,block12,TRUE
CA_McMaster,13m27n20,male,20,14,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,15n26b19,NA,42,0.7368421052631579,29,10,12,21,29,6,3.5,4,5,18.5,12.5,13,17,18,20,16,17,101,84,38,46,42,40,29,86,39,42,40,30,51,53,NA,NA,12,10 or more,block12,TRUE
CA_McMaster,14m13m19,female,19,14,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,4n30j18,NA,42,0.7368421052631579,28,10.5,12.5,27.5,21,6.5,4.5,5,4,20,13.5,17,18,20,19,19,17,110,93,48,56,41,38,39,100,41,51,43,46,52,61,NA,NA,11,10 or more,block12,TRUE
CA_McMaster,15m27b19,male,19,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,14n15e18,NA,39,0.6842105263157895,18,9,10,26.5,22,5,7,5.5,5.5,23,18,17,18,19,15,17,13,99,86,45,57,43,38,33,98,40,34,33,34,42,8,NA,NA,14,10 or more,block12,TRUE
CA_McMaster,16m27s18,male,18,13,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,16n5d18,NA,43,0.7543859649122807,26,13,9.5,29,30,9,8,8,7,32,23,18,19,18,13,19,19,106,87,53,57,38,38,39,105,37,57,35,21,58,51.5,NA,NA,8,3-5,block12,FALSE
CA_McMaster,17m23a22,male,22,17,musician,Canada,McMaster University - Department of Psychology Neuroscience & Behaviour,17n5a21,NA,45,0.7894736842105263,28,10.5,11.5,17.5,26,5.5,5,5.5,6,22,16.5,19,20,20,20,19,19,117,98,56,57,41,42,36,103,58,42,42,23,56,63,NA,NA,14,6-9,block12,FALSE
CA_Montreal,1m30l19,female,19,14,musician,Canada,Montreal University - BRAMS,1n27c20,NA,33,0.5789473684210527,16,11.5,8,27,2,7.5,6.5,3,7.5,24.5,17,16,20,20,19,20,20,115,95,44,60,42,41,43,107,48,57,41,42,56,31,NA,NA,13,10 or more,block12,TRUE
CA_Montreal,2n15a25,female,25,17,nonmusician,Canada,Montreal University - BRAMS,2m7m25,NA,18,0.3157894736842105,8,9.5,7,12.5,2,3,2.5,4,5,14.5,11.5,14,20,20,20,19,20,113,93,43,44,20,33,18,62,36,53,53,48,47,66,NA,NA,NA,3-5,block12,FALSE
CA_Montreal,3n3r22,male,22,16,nonmusician,Canada,Montreal University - BRAMS,3m28i22,NA,39,0.6842105263157895,26,13.5,11,19.5,24,7.5,5,7.5,5.5,25.5,18,11,16,18,16,15,9,85,76,28,45,7,29,19,44,37,49,45,31,35,60.5,NA,NA,NA,0,block12,FALSE
CA_Montreal,4m2s18,male,18,12,musician,Canada,Montreal University - BRAMS,4n27a19,NA,30,0.5263157894736842,15,8,8,23,16,7.5,5,4.5,5.5,22.5,15,10,12,15,17,12,10,76,66,33,42,41,27,38,89,39,55,37,23,42,54,NA,NA,11,6-9,block12,FALSE
CA_Montreal,5m11a18,female,18,12,musician,Canada,Montreal University - BRAMS,5n8r18,NA,38,0.6666666666666666,27,11.5,11,30.5,25,8.5,5,6.5,6,26,17.5,19,18,17,19,17,9,99,90,40,56,45,34,38,99,46,42,47,57,47,63.5,NA,NA,11,10 or more,block12,TRUE
CA_Montreal,6m29a26,male,26,19,musician,Canada,Montreal University - BRAMS,6n11a26,NA,39,0.6842105263157895,20,19.5,9,35.5,26,7,6,6,5,24,17,14,20,17,14,16,17,98,81,38,46,36,34,32,87,35,48,43,29,49,32,NA,NA,10,10 or more,block12,TRUE
CA_Montreal,1n27c20,female,20,15,nonmusician,Canada,Montreal University - BRAMS,1m30l19,NA,22,0.38596491228070173,19,10,9,24,11,5,2.5,2.5,5,15,10,15,16,18,6,15,16,86,70,42,44,19,31,30,71,27,44,51,34,43,60.5,1,5,NA,1,block12,TRUE
CA_Montreal,6n11a26,male,26,20,nonmusician,Canada,Montreal University - BRAMS,6m29a26,NA,37,0.6491228070175439,22,11,9,17.5,24,4,4,2.5,1.5,12,8,8,6,11,7,6,4,42,38,23,16,11,13,13,27,38,39,38,32,43,37,NA,NA,NA,1,block12,TRUE
CA_Montreal,7m22i29,female,29,20,musician,Canada,Montreal University - BRAMS,7n9s28,NA,39,0.6842105263157895,16,10.5,9.5,20,20,8.5,4,5.5,6.5,24.5,16,20,20,20,20,20,20,120,100,60,58,40,41,45,111,43,53,45,50,56,58,NA,NA,13,10 or more,block12,TRUE
CA_Montreal,8n21p25,female,25,19,nonmusician,Canada,Montreal University - BRAMS,8m25m24,NA,24,0.42105263157894735,11,8.5,7.5,28,20,5.5,3,3.5,5,17,11.5,14,20,20,20,10,10,94,84,18,33,11,34,15,33,31,40,48,39,48,46,NA,NA,NA,0,block12,TRUE
CA_Montreal,8m25m24,female,24,19,musician,Canada,Montreal University - BRAMS,8n21p25,NA,44,0.7719298245614035,22,9,7.5,25,10,7,3.5,5.5,6.5,22.5,15.5,13,19,20,17,17,17,103,86,47,55,39,37,41,102,44,53,56,35,53,56,NA,NA,12,10 or more,block12,TRUE
CA_Montreal,9n12a23,female,23,17,nonmusician,Canada,Montreal University - BRAMS,9m27k22,NA,26,0.45614035087719296,14,8,8,18,23,3.5,4,5,2,14.5,11,19,20,20,20,18,20,117,97,44,49,11,40,26,65,53,45,53,34,53,41.5,NA,NA,NA,0,block12,TRUE
CA_Montreal,9m27k22,female,22,16,musician,Canada,Montreal University - BRAMS,9n12a23,NA,35,0.6140350877192983,14,11,9,33,25,8,8,7,5,28,20,17,19,15,16,18,14,99,85,45,58,47,41,38,103,39,49,44,30,46,41.5,NA,NA,15,10 or more,block12,TRUE
CA_Montreal,10m15e23,female,23,17,musician,Canada,Montreal University - BRAMS,10n20a24,NA,48,0.8421052631578947,20,11,7,33.5,24,8,7.5,6,4.5,26,18,16,11,20,14,17,7,85,78,44,58,42,33,26,87,31,56,45,45,53,59.5,NA,NA,19,10 or more,block12,TRUE
CA_Montreal,3m28i22,male,22,15,musician,Canada,Montreal University - BRAMS,3n3r22,NA,45,0.7894736842105263,20,14.5,9,30.5,25,8.5,6.5,4.5,6.5,26,17.5,17,19,20,20,19,18,113,95,46,60,43,42,40,103,44,45,33,47,48,59.5,NA,NA,10,6-9,block12,FALSE
CA_Montreal,11m8j27,female,27,21,musician,Canada,Montreal University - BRAMS,11n27m26,NA,43,0.7543859649122807,20,11.5,10,27.5,17,7.5,6.5,5.5,6.5,26,18.5,17,18,20,17,18,16,106,90,46,58,43,39,37,101,35,53,44,33,57,52,NA,NA,20,10 or more,block12,TRUE
CA_Montreal,12m10a21,female,21,15,musician,Canada,Montreal University - BRAMS,12n3f20,NA,37,0.6491228070175439,18,7,8,19.5,5,5.5,7.5,4,6.5,23.5,18,18,18,20,20,20,19,115,96,45,56,43,39,36,97,45,55,54,24,56,57,NA,NA,15,10 or more,block12,TRUE
CA_Montreal,13m26m21,male,21,15,musician,Canada,Montreal University - BRAMS,13n18a20,NA,37,0.6491228070175439,22,12.5,10,37,27,8.5,7.5,7,6,29,20.5,17,20,20,14,18,16,105,89,50,59,46,41,40,110,33,42,32,26,53,61,NA,NA,17,10 or more,block12,TRUE
CA_Montreal,11n27m26,female,26,20,nonmusician,Canada,Montreal University - BRAMS,11m8j27,NA,29,0.5087719298245614,12,9.5,9,27,15,6.5,5.5,6,6,24,17.5,14,20,19,20,16,20,109,89,46,44,7,33,28,58,31,49,51,43,43,27,NA,NA,NA,0,block12,TRUE
CA_Montreal,12n3f20,female,20,14,nonmusician,Canada,Montreal University - BRAMS,12m10a21,NA,32,0.5614035087719298,16,8,8.5,27,26,3.5,3.5,4.5,5.5,17,13.5,7,10,13,17,9,8,64,56,24,33,7,27,19,35,30,51,50,40,32,61.5,NA,NA,NA,0,block12,TRUE
CA_Montreal,13n18a20,male,20,14,nonmusician,Canada,Montreal University - BRAMS,13m26m21,NA,24,0.42105263157894735,22,12,9.5,34.5,20,7.5,6,6.5,3.5,23.5,16,4,17,12,17,13,11,74,63,19,40,14,29,22,45,42,43,44,40,38,61,1,5,NA,0.5,block12,TRUE
CA_Montreal,10n20a24,female,24,18,nonmusician,Canada,Montreal University - BRAMS,10m15e23,NA,42,0.7368421052631579,16,11,9,27,22,6,4,4,6.5,20.5,14.5,18,15,18,20,19,12,102,90,47,59,11,38,31,70,41,58,49,27,53,53,NA,NA,NA,0,block12,TRUE
CA_Montreal,14m15r23,male,23,17,musician,Canada,Montreal University - BRAMS,14n24a23,NA,50,0.8771929824561403,22,10,10.5,24.5,22,6.5,6,8,6,26.5,20,18,20,20,19,20,18,115,97,52,62,46,39,44,113,59,52,52,33,59,59,NA,NA,14,10 or more,block12,TRUE
CA_Montreal,14n24a23,male,23,17,nonmusician,Canada,Montreal University - BRAMS,14m15r23,NA,43,0.7543859649122807,23,12.5,10,18,-11,6,3.5,2.5,4,16,10,16,13,17,19,11,7,83,76,29,41,13,34,19,48,37,33,30,43,57,63.5,1,5,NA,0,block12,TRUE
CA_Montreal,15m9c25,male,25,20,musician,Canada,Montreal University - BRAMS,15n24n25,NA,49,0.8596491228070176,31,13.5,10,27,28,8.5,6,9,7.5,31,22.5,16,20,19,20,17,15,107,92,44,56,44,38,44,105,31,56,51,30,43,59.5,NA,NA,17,10 or more,block12,TRUE
CA_Montreal,16m3l23,male,23,17,musician,Canada,Montreal University - BRAMS,16n4c22,NA,48,0.8421052631578947,26,12,9.5,31,23,8.5,5,7,5.5,26,17.5,7,18,12,7,15,7,66,59,33,54,36,29,12,61,37,27,48,22,51,66,NA,NA,12,10 or more,block12,TRUE
CA_Montreal,2m7m25,female,25,18,musician,Canada,Montreal University - BRAMS,2n15a25,NA,43,0.7543859649122807,22,13.5,10.5,27,26,7.5,5.5,7,6,26,18.5,14,19,19,20,18,11,101,90,43,58,41,40,35,97,45,54,32,46,53,66,NA,NA,16,10 or more,block12,FALSE
CA_Montreal,17m17t23,female,23,17,musician,Canada,Montreal University - BRAMS,17n11m24,NA,36,0.631578947368421,28,11,8.5,31.5,22,5.5,8,8.5,7.5,29.5,24,13,17,20,19,20,15,104,89,44,56,41,32,26,89,35,49,49,36,42,49.5,NA,NA,11,10 or more,block12,TRUE
CA_Montreal,15n24n25,male,25,19,nonmusician,Canada,Montreal University - BRAMS,15m9c25,NA,34,0.5964912280701754,17,9,8.5,21.5,22,3.5,5,6,4.5,19,15.5,15,18,19,16,16,13,97,84,31,32,11,32,24,52,37,43,47,37,48,37,NA,NA,NA,0,block12,TRUE
CA_Montreal,18n11b20,female,20,15,nonmusician,Canada,Montreal University - BRAMS,18m8m21,NA,43,0.7543859649122807,24,7.5,9.5,24.5,20,5.5,6.5,5.5,5,22.5,17,14,16,19,10,13,16,88,72,28,49,18,36,23,60,40,37,49,30,47,58.5,1,5,NA,1,block12,TRUE
CA_Montreal,5n8r18,female,18,12,nonmusician,Canada,Montreal University - BRAMS,5m11a18,NA,35,0.6140350877192983,11,8.5,7,19,6,6,5.5,4.5,7,23,17,15,18,20,20,14,16,103,87,38,40,14,36,27,58,51,54,36,29,55,66,1,5,NA,1,block12,TRUE
CA_Montreal,18m8m21,female,21,15,musician,Canada,Montreal University - BRAMS,18n11b20,NA,42,0.7368421052631579,26,8,14,29.5,27,7,7,7,8,29,22,19,20,20,18,18,19,114,95,52,55,38,38,22,88,28,56,52,43,55,66,NA,NA,13,10 or more,block12,TRUE
CA_Montreal,7n9s28,female,28,21,nonmusician,Canada,Montreal University - BRAMS,7m22i29,NA,47,0.8245614035087719,19,7,6.5,19,17,4,5,4,4,17,13,15,20,20,10,15,16,96,80,38,48,12,36,21,56,25,50,21,44,46,8,2,5,NA,2,block12,TRUE
CA_Montreal,19m20t24,male,24,18,musician,Canada,Montreal University - BRAMS,19n19r24,NA,39,0.6842105263157895,20,11.5,10,30,26,8.5,5,7,7,27.5,19,10,17,14,14,16,14,85,71,52,51,42,34,34,98,37,43,41,34,50,52,NA,NA,13,10 or more,block12,TRUE
CA_Montreal,20m3k20,male,20,14,musician,Canada,Montreal University - BRAMS,20n31a21,NA,40,0.7017543859649122,27,16.5,11.5,35.5,27,8.5,4,6,5.5,24,15.5,13,15,16,11,19,15,89,74,44,55,45,34,35,103,31,48,58,19,43,41.5,NA,NA,15,10 or more,block12,TRUE
CA_Montreal,21m16k19,male,19,14,musician,Canada,Montreal University - BRAMS,21n23j20,NA,48,0.8421052631578947,20,11.5,10.5,33,23,7,6,6,6.5,25.5,18.5,16,17,18,16,17,16,100,84,46,60,42,39,36,101,43,47,49,23,46,51,NA,NA,15,10 or more,block12,TRUE
CA_Montreal,19n19r24,male,24,18,nonmusician,Canada,Montreal University - BRAMS,19m20t24,NA,46,0.8070175438596491,16,10.5,8,25,25,4,4,5.5,7,20.5,16.5,17,17,18,19,20,19,110,91,47,46,11,39,30,70,46,49,48,24,57,53,1,5,NA,0.5,block12,TRUE
CA_Montreal,17n11m24,female,24,16,nonmusician,Canada,Montreal University - BRAMS,17m17t23,NA,27,0.47368421052631576,16,6.5,6,18,6,2.5,3,7,4,16.5,14,15,15,18,16,14,15,93,78,33,43,7,32,24,50,40,42,42,43,51,43,NA,NA,NA,0,block12,TRUE
CA_Montreal,16n4c22,male,22,17,nonmusician,Canada,Montreal University - BRAMS,16m3l23,NA,27,0.47368421052631576,12,5.5,8.5,19,12,2.5,4,6.5,3,16,13.5,14,16,16,11,17,12,86,74,36,47,13,33,27,72,46,46,39,26,38,55,NA,NA,NA,0,block12,TRUE
CA_Montreal,20n31a21,male,21,15,nonmusician,Canada,Montreal University - BRAMS,20m3k20,NA,44,0.7719298245614035,23,9.5,9,16.5,13,5,6,5,6.5,22.5,17.5,14,18,17,20,13,12,94,82,38,28,7,33,18,47,49,43,26,30,52,37.5,1,5,NA,0,block12,TRUE
CA_Montreal,21n23j20,male,20,15,nonmusician,Canada,Montreal University - BRAMS,21m16k19,NA,50,0.8771929824561403,29,8.5,8.5,23.5,20,6.5,5.5,5,5.5,22.5,16,13,11,16,20,11,14,85,71,37,41,7,26,28,57,48,55,24,35,58,66,NA,NA,NA,0,block12,TRUE
CA_Montreal,4n27a19,male,19,12,nonmusician,Canada,Montreal University - BRAMS,4m2s18,NA,35,0.6140350877192983,19,6.5,10,20,-1,1.5,3,3,3,10.5,9,16,16,20,16,8,8,84,76,18,25,19,24,17,46,41,46,47,31,41,52,NA,NA,NA,0,block12,FALSE
CA_NewBrunswick,14n3n20,male,20,14,nonmusician,Canada,New Brunswick University - Department of Psychology,10m19s20,NA,16,0.2807017543859649,15,10,9,21.5,11,3,4.5,5.5,7,20,17,17,20,20,19,15,19,110,91,37,39,15,36,23,60,30,41,51,29,47,66,1,5,NA,0.5,block12,FALSE
CA_NewBrunswick,13m23e22,female,22,17,musician,Canada,New Brunswick University - Department of Psychology,10n21r21,NA,37,0.6491228070175439,18,7,6.5,26.5,18,5,5,4,5,19,14,17,20,20,18,19,17,111,94,49,48,35,41,19,83,39,46,29,53,60,53,NA,NA,8,6-9,block12,FALSE
CA_NewBrunswick,11n20s18,female,18,13,nonmusician,Canada,New Brunswick University - Department of Psychology,11m20m18,NA,13,0.22807017543859648,23,11,10.5,21.5,24,6.5,6.5,5,5.5,23.5,17,15,19,19,10,17,16,96,80,46,51,16,35,43,88,43,51,49,27,42,58,1,4,NA,0.5,block12,FALSE
CA_NewBrunswick,11m20m18,female,18,13,musician,Canada,New Brunswick University - Department of Psychology,11n20s18,NA,36,0.631578947368421,15,6,5.5,28.5,18,7.5,6.5,7.5,8,29.5,22,14,17,17,19,16,12,95,83,36,52,34,35,37,88,48,40,38,36,50,66,NA,NA,10,6-9,block12,FALSE
CA_NewBrunswick,16n6s20,female,20,15,nonmusician,Canada,New Brunswick University - Department of Psychology,12m28m19,NA,41,0.7192982456140351,25,9,6.5,19.5,24,4.5,2,7,4.5,18,13.5,13,12,16,19,11,11,82,71,25,36,11,28,24,48,29,47,44,43,37,42,1,5,NA,0.5,block12,FALSE
CA_NewBrunswick,29m1e23,female,23,17,musician,Canada,New Brunswick University - Department of Psychology,12n10b24,NA,46,0.8070175438596491,18,9.5,7,19.5,18,7,7,6,6,26,19,15,20,20,20,19,16,110,94,45,60,45,42,45,113,45,59,26,60,57,42,NA,NA,17,10 or more,block12,TRUE
CA_NewBrunswick,10n21r21,female,21,18,nonmusician,Canada,New Brunswick University - Department of Psychology,13m23e22,NA,37,0.6491228070175439,15,9,8,10.5,-18,4.5,4,3,4,15.5,11,11,13,12,14,13,11,74,63,27,38,17,23,26,58,29,48,39,47,41,59.5,1,1,NA,0.5,block12,FALSE
CA_NewBrunswick,27n17j27,male,27,21,nonmusician,Canada,New Brunswick University - Department of Psychology,14m18j26,NA,46,0.8070175438596491,27,13,8,16.5,7,5,5.5,7,5,22.5,17.5,16,20,20,18,9,20,103,83,39,45,13,40,9,45,51,49,50,23,59,8,1,1,NA,0.5,block12,FALSE
CA_NewBrunswick,10m19s20,male,20,15,musician,Canada,New Brunswick University - Department of Psychology,14n3n20,NA,39,0.6842105263157895,12,10.5,8.5,32.5,11,6,3,3.5,4,16.5,10.5,13,13,16,16,17,15,90,75,41,47,34,30,33,92,43,37,49,31,39,63.5,NA,NA,5,3-5,block12,FALSE
CA_NewBrunswick,15n18s18,female,18,13,nonmusician,Canada,New Brunswick University - Department of Psychology,15m23n18,NA,19,0.3333333333333333,18,9.5,10,28,17,2,4.5,4.5,3,14,12,14,14,16,17,16,8,85,77,38,46,22,34,30,76,38,45,38,46,41,60.5,NA,NA,NA,0.5,block12,TRUE
CA_NewBrunswick,15m23n18,female,18,13,musician,Canada,New Brunswick University - Department of Psychology,15n18s18,NA,51,0.8947368421052632,30,9.5,7,29.5,11,7,5.5,5.5,6,24,17,16,18,18,19,18,19,108,89,51,59,42,42,44,111,41,46,38,38,55,58,NA,NA,14,10 or more,block12,TRUE
