unit_short,subject_ID,sex,age,years_of_education,group,country,unit,subject_ID of the matched participant,wais3,wais4,waisvocabulary,raven,digit_span,spatial_span,melody_span,nback,PROMSMELODYSCORE,PROMSTUNINGSCORE,PROMSBEATSCORE,PROMSSPEEDSCORE,PROMSTOTALSCORE,PROMSTOTALSCORENOMELODY,eBMRQ_MusicSeeking,eBMRQ_EmotionEvocation,eBMRQ_MoodRegulation,eBMRQ_SensoryMotor,eBMRQ_SocialReward,eBMRQ_MusicalAbsorption,eBMRQ_TOT,BMRQ_TOT,gold_msi_active_engagement,gold_msi_perceptual_abilities,gold_msi_musical_training,gold_msi_emotions,gold_msi_singing_abilities,gold_msi_general_sophistication,bfi_extraversion,bfi_agreeableness,bfi_conscientiousness,bfi_negative_emotionality,bfi_open_mindedness,ses_nuclear_family,AddMusicTraining[years],lastMusicActivity[years],training[years],MT05,melody_span_score,to_keep
UK_Sheffield,11m21b18,female,18,14,musician,UK,Sheffield University – Department of Music,8n04e20,NA,49,0.8596491228070176,27,9,10,20,27,9,7.5,6,7,29.5,20.5,19,17,20,19,19,17,111,94,53,59,42,35,39,108,36,55,47,29,50,56,NA,NA,8,10 or more,block12,FALSE
UK_Sheffield,12m25c19,male,19,15,musician,UK,Sheffield University – Department of Music,7n1j18,NA,49,0.8596491228070176,20,10.5,9.5,31,24,8.5,6.5,7,6,28,19.5,19,20,20,17,20,20,116,96,55,56,43,38,34,105,45,54,46,35,56,52,NA,NA,10,10 or more,block12,TRUE
UK_Sheffield,13m15l20,female,20,16,musician,UK,Sheffield University – Department of Music,9n17g21,NA,42,0.7368421052631579,24,9,11.5,23,20,8,6.5,6,5,25.5,17.5,19,18,20,18,16,15,106,91,41,46,42,29,32,94,40,47,36,50,52,61,NA,NA,11,10 or more,block12,TRUE
UK_Sheffield,14m28j22,male,22,18,musician,UK,Sheffield University – Department of Music,11n21a23,NA,52,0.9122807017543859,28,13,9,23.5,26,8,6.5,9,7.5,31,23,20,20,20,19,19,20,118,98,61,58,42,40,36,104,37,52,20,44,58,58,NA,NA,11,10 or more,block12,TRUE
UK_Sheffield,1n15s26,male,26,17,nonmusician,UK,Sheffield University – Department of Music,NA,NA,18,0.3157894736842105,12,13,6.5,21,12,4,3.5,6.5,5,19,15,12,16,18,14,14,15,89,74,32,36,14,26,32,64,43,43,34,35,43,38,NA,NA,NA,0,block1,TRUE
UK_Sheffield,2n27m25,female,25,17,nonmusician,UK,Sheffield University – Department of Music,NA,NA,30,0.5263157894736842,27,7.5,8.5,21,-16,5.5,5,6,3.5,20,14.5,13,15,16,16,15,15,90,75,29,28,9,33,21,48,47,47,44,42,41,66,2,5,NA,0,block1,TRUE
UK_Sheffield,3n17s19,female,19,15,nonmusician,UK,Sheffield University – Department of Music,2m06s20,NA,39,0.6842105263157895,22,9.5,7.5,21,21,5.5,4,4,5.5,19,13.5,16,17,18,12,8,14,85,71,49,49,25,37,31,89,45,35,28,38,53,58.5,5,4,NA,0,block1,FALSE
UK_Sheffield,4n06w21,female,21,17,nonmusician,UK,Sheffield University – Department of Music,1m07e20,NA,52,0.9122807017543859,25,5,6.5,21,28,6.5,6.5,8,7,28,21.5,13,20,20,20,20,20,113,93,35,47,17,38,36,75,31,57,40,48,50,66,3,5,NA,2,block1,FALSE
UK_Sheffield,5n28a19,female,19,15,nonmusician,UK,Sheffield University – Department of Music,7m29l19,NA,46,0.8070175438596491,26,10,7.5,18.5,18,5,4.5,5,2.5,17,12,12,20,18,17,19,15,101,86,42,39,13,34,26,58,46,39,33,35,51,54,1,5,NA,1,block12,TRUE
UK_Sheffield,6n9p18,female,18,15,nonmusician,UK,Sheffield University – Department of Music,8m31z19,NA,54,0.9473684210526315,26,11.5,9,20.5,20,4.5,5,7,5,21.5,17,14,15,17,15,15,11,87,76,35,43,7,28,25,53,31,41,37,48,33,34,NA,NA,NA,0,block12,FALSE
UK_Sheffield,7n1j18,male,18,14,nonmusician,UK,Sheffield University – Department of Music,12m25c19,NA,45,0.7894736842105263,27,8.5,8,27.5,0,2.5,6,7,6,21.5,19,9,13,16,16,12,8,74,66,22,32,7,28,12,34,34,30,31,50,49,45.5,NA,NA,NA,0,block12,TRUE
UK_Sheffield,8n04e20,female,20,15,nonmusician,UK,Sheffield University – Department of Music,11m21b18,NA,44,0.7719298245614035,14,8.5,5.5,27,-5,6.5,5,6.5,4,22,15.5,16,19,18,18,16,11,98,87,36,37,9,33,27,56,53,55,53,45,52,48,NA,NA,NA,0,block12,FALSE
UK_Sheffield,9n17g21,female,21,15,nonmusician,UK,Sheffield University – Department of Music,13m15l20,NA,40,0.7017543859649122,14,10.5,7,14.5,-10,4,3,6.5,2.5,16,12,17,17,15,15,14,15,93,78,41,42,11,34,36,73,49,39,51,35,50,43.5,NA,NA,NA,0,block12,TRUE
UK_Sheffield,10n17a22,female,22,17,nonmusician,UK,Sheffield University – Department of Music,NA,NA,53,0.9298245614035088,27,11,7.5,20.5,25,6,6,7.5,6,25.5,19.5,14,19,17,18,12,7,87,80,33,43,20,39,23,62,28,46,36,50,42,30,2,5,NA,2,block12,TRUE
UK_Sheffield,11n21a23,male,23,19,nonmusician,UK,Sheffield University – Department of Music,14m28j22,NA,57,1,19,9.5,8.5,18.5,10,1.5,4.5,4.5,5,15.5,14,13,15,19,7,13,11,78,67,36,42,7,22,17,41,24,40,34,32,38,23.5,NA,NA,NA,0,block12,TRUE
UK_Sheffield,12n25s22,female,22,15,nonmusician,UK,Sheffield University – Department of Music,NA,NA,46,0.8070175438596491,19,9,7,19,16,4.5,3.5,5,6.5,19.5,15,14,14,17,16,10,12,83,71,30,37,9,29,16,42,29,42,45,39,41,47,NA,NA,NA,0.5,block12,TRUE
UK_Sheffield,13n08e25,female,25,19,nonmusician,UK,Sheffield University – Department of Music,3m25a25,NA,57,1,21,16.5,8,16.5,19,6.5,4,3.5,4.5,18.5,12,18,20,19,17,20,11,105,94,40,46,9,40,26,63,41,42,46,39,49,45,NA,NA,NA,0,block12,FALSE
UK_Sheffield,14n15k18,female,18,14,nonmusician,UK,Sheffield University – Department of Music,10m21s18,NA,44,0.7719298245614035,8,6.5,6.5,18,-13,4,2.5,5,4,15.5,11.5,14,10,16,11,9,11,71,60,33,34,16,21,27,63,27,36,38,39,45,18,NA,NA,NA,0,block12,TRUE
UK_Sheffield,15n6l18,female,18,13,nonmusician,UK,Sheffield University – Department of Music,9m05t19,NA,43,0.7543859649122807,16,8.5,8.5,21.5,14,5.5,4.5,6.5,7,23.5,18,13,12,16,15,13,8,77,69,32,42,10,25,28,59,31,41,47,35,42,48.5,NA,NA,NA,0,block12,TRUE
UK_Sheffield,16n21r20,female,20,16,nonmusician,UK,Sheffield University – Department of Music,6m13h19,NA,52,0.9122807017543859,24,13,7.5,27.5,21,6.5,5,4.5,4.5,20.5,14,16,16,20,19,13,14,98,84,39,44,19,31,23,61,37,49,52,44,45,47.5,2,5,NA,2,block12,TRUE
US_Maryland,10m07e22,female,22,16,musician,USA,Maryland University – Department of Psychology,8n04l21,NA,43,0.7543859649122807,15,7.5,9.5,21.5,-5,6,5.5,7,5.5,24,18,20,15,18,14,16,19,102,83,59,44,44,35,31,96,35,41,40,52,53,61,NA,NA,17,10 or more,block12,FALSE
US_Maryland,11m01m21,female,21,15,musician,USA,Maryland University – Department of Psychology,15m04g20,NA,42,0.7368421052631579,16,10.5,8.5,26,25,6.5,4,6,5,21.5,15,14,17,16,16,18,13,94,81,42,52,35,37,41,104,42,55,53,27,55,56,NA,NA,9,6-9,block12,FALSE
US_Maryland,12m08a19,female,19,13,musician,USA,Maryland University – Department of Psychology,NA,NA,42,0.7368421052631579,22,8,11,20,18,7,6.5,7.5,4,25,18,16,17,19,16,13,14,95,81,55,54,36,42,35,103,55,41,50,36,51,61,NA,NA,10,10 or more,block12,TRUE
US_Maryland,13m31a20,female,20,14,musician,USA,Maryland University – Department of Psychology,12n01m20,NA,38,0.6666666666666666,19,13,10,23,21,8.5,7,7.5,7,30,21.5,14,10,19,18,15,12,88,76,38,53,35,34,38,93,45,47,55,25,53,62,NA,NA,15,10 or more,block12,FALSE
US_Maryland,14m05j23,male,23,16,musician,USA,Maryland University – Department of Psychology,2n25t22,NA,42,0.7368421052631579,17,12,10,32,26,8,8,7,5,28,20,16,18,20,18,19,20,111,91,41,59,45,39,41,110,45,52,37,22,57,66,NA,NA,14,10 or more,block12,TRUE
US_Maryland,1m12k19,female,19,13,musician,USA,Maryland University – Department of Psychology,5n18a19,NA,40,0.7017543859649122,24,9.5,7,29,20,6,8,5.5,5.5,25,19,14,16,19,18,18,16,101,85,39,53,42,34,35,94,29,48,48,28,47,54.5,NA,NA,10,6-9,block12,FALSE
US_Maryland,2m18e19,female,19,13,musician,USA,Maryland University – Department of Psychology,6n20s19,NA,42,0.7368421052631579,15,8,8,28,0,7,5,3.5,6,21.5,14.5,19,20,20,20,20,18,117,99,56,62,41,42,44,114,49,44,55,29,53,66,NA,NA,15,10 or more,block12,TRUE
US_Maryland,3m04h20,female,20,14,musician,USA,Maryland University – Department of Psychology,1n04e20,NA,34,0.5964912280701754,21,10.5,8,27.5,23,6,4,5.5,5.5,21,15,14,18,16,18,16,12,94,82,31,46,31,34,29,74,41,49,43,42,55,49.5,NA,NA,11,10 or more,block12,TRUE
US_Maryland,4m25v19,female,19,13,musician,USA,Maryland University – Department of Psychology,4n12h20,NA,42,0.7368421052631579,18,10.5,10.5,22,-5,4.5,6,7,8,25.5,21,17,20,20,20,20,19,116,97,52,58,41,39,35,99,47,32,50,41,52,61,NA,NA,11,10 or more,block12,TRUE
US_Maryland,5m08c19,female,19,13,musician,USA,Maryland University – Department of Psychology,3n11n19,NA,35,0.6140350877192983,22,7.5,9.5,17.5,16,7,4.5,6.5,6,24,17,16,17,19,16,14,18,100,82,43,39,32,35,31,85,41,53,57,28,52,66,NA,NA,4,3-5,block12,FALSE
US_Maryland,6m02a19,female,19,13,musician,USA,Maryland University – Department of Psychology,NA,NA,36,0.631578947368421,13,12.5,8,20,10,5.5,6.5,4,7,23,17.5,19,20,20,20,20,20,119,99,54,53,34,39,41,104,40,58,49,45,57,66,NA,NA,7,6-9,block12,FALSE
US_Maryland,7m30c18,female,18,12,musician,USA,Maryland University – Department of Psychology,NA,NA,35,0.6140350877192983,21,14,11,24.5,24,7.5,8,8,6,29.5,22,14,16,19,17,19,12,97,85,47,50,42,40,30,101,38,46,37,37,47,61,NA,NA,13,10 or more,block12,TRUE
US_Maryland,8m30c18,female,18,12,musician,USA,Maryland University – Department of Psychology,NA,NA,48,0.8421052631578947,26,11,7.5,29,18,8,7.5,5.5,6,27,19,18,15,19,18,17,16,103,87,49,53,42,38,35,103,35,39,44,46,52,56,NA,NA,10,10 or more,block12,TRUE
US_Maryland,9m05e22,female,22,16,musician,USA,Maryland University – Department of Psychology,7n09v21,NA,40,0.7017543859649122,14,10.5,7.5,23.5,4,5.5,6.5,4.5,4.5,21,15.5,16,16,20,12,16,12,92,80,43,47,45,40,33,102,30,33,53,39,32,66,NA,NA,15,10 or more,block12,FALSE
US_Maryland,10n11g21,male,21,15,nonmusician,USA,Maryland University – Department of Psychology,NA,NA,41,0.7192982456140351,10,12.5,9,22,9,6.5,5,6,3.5,21,14.5,11,9,14,13,11,4,62,58,30,50,26,25,17,64,50,50,59,20,49,56,5,5,NA,3-5,block12,FALSE
US_Maryland,11n06b21,female,21,15,nonmusician,USA,Maryland University – Department of Psychology,16m15v20,NA,31,0.543859649122807,8,8,7,21,0,4,3.5,3.5,5,16,12,8,10,20,17,10,11,76,65,27,46,11,28,14,42,19,48,50,49,47,48,NA,NA,NA,0,block12,FALSE
US_Maryland,12n01m20,female,20,14,nonmusician,USA,Maryland University – Department of Psychology,13m31a20,NA,31,0.543859649122807,16,9,5.5,19.5,20,4.5,3,6,4,17.5,13,19,20,18,20,18,14,109,95,46,53,13,39,22,68,35,42,26,53,51,39,3,5,NA,0,block12,FALSE
US_Maryland,13n24d20,male,20,15,nonmusician,USA,Maryland University – Department of Psychology,NA,NA,35,0.6140350877192983,18,10,11,19.5,19,5,5,6,5.5,21.5,16.5,14,16,20,17,16,18,101,83,34,43,16,32,29,68,25,40,33,44,43,40.5,NA,NA,NA,0,block12,TRUE
US_Maryland,14n04o22,male,22,15,nonmusician,USA,Maryland University – Department of Psychology,NA,NA,43,0.7543859649122807,11,11,8.5,19,13,4,3.5,4.5,5,17,13,14,14,15,10,14,12,79,67,30,40,17,29,23,57,24,39,36,37,42,18,NA,NA,NA,2,block12,TRUE
US_Maryland,15m04g20,female,20,14,nonmusician,USA,Maryland University – Department of Psychology,11m01m21,NA,47,0.8245614035087719,21,10,11,22.5,26,6.5,5.5,7,6.5,25.5,19,16,15,19,20,17,17,104,87,46,60,32,41,44,100,44,49,43,29,59,63.5,NA,NA,11,10 or more,block12,FALSE
US_Maryland,16m15v20,female,20,15,musician,USA,Maryland University – Department of Psychology,11n06b21,NA,40,0.7017543859649122,22,10,7,22,19,7,7,6,8,28,21,17,16,16,16,18,16,99,83,46,46,29,31,33,87,48,49,48,42,56,66,NA,NA,8,6-9,block12,FALSE
US_Maryland,1n04e20,female,20,14,nonmusician,USA,Maryland University – Department of Psychology,3m04h20,NA,32,0.5614035087719298,18,12.5,11.5,18,23,7,3,6.5,5,21.5,14.5,9,15,14,18,13,7,76,69,29,43,7,33,19,47,33,49,48,31,32,63,NA,NA,NA,0,block12,TRUE
US_Maryland,2n25t22,male,22,15,nonmusician,USA,Maryland University – Department of Psychology,14m05j23,NA,43,0.7543859649122807,10,8.5,9,28,14,3.5,5,6.5,5.5,20.5,17,14,18,18,15,15,17,97,80,38,48,16,36,25,67,43,42,43,48,45,62,NA,NA,NA,0,block12,TRUE
US_Maryland,3n11n19,female,19,13,nonmusician,USA,Maryland University – Department of Psychology,5m08c19,NA,24,0.42105263157894735,10,10,8,22,-9,2,5.5,5,6,18.5,16.5,16,16,16,15,16,16,95,79,39,43,13,29,27,64,49,35,44,34,43,8,NA,NA,NA,0,block12,FALSE
US_Maryland,4n12h20,female,20,14,nonmusician,USA,Maryland University – Department of Psychology,4m25v19,NA,34,0.5964912280701754,11,9.5,7.5,25,-1,7,3.5,6.5,4,21,14,14,14,16,14,11,15,84,69,27,43,11,31,20,53,34,42,40,38,35,48,NA,NA,NA,0,block12,TRUE
US_Maryland,5n18a19,female,19,13,nonmusician,USA,Maryland University – Department of Psychology,1m12k19,NA,39,0.6842105263157895,20,11,9,31,4,3.5,4.5,5,6.5,19.5,16,8,8,8,10,8,8,50,42,17,35,35,15,17,53,42,42,42,27,39,66,NA,NA,NA,3-5,block12,FALSE
US_Maryland,6n20s19,female,19,13,nonmusician,USA,Maryland University – Department of Psychology,2m18e19,NA,32,0.5614035087719298,26,10.5,10.5,17.5,23,6,6,5.5,6.5,24,18,11,14,16,12,7,9,69,60,27,39,17,26,23,53,34,42,27,23,40,55.5,1,5,NA,1,block12,TRUE
US_Maryland,7n09v21,female,21,15,nonmusician,USA,Maryland University – Department of Psychology,9m05e22,NA,32,0.5614035087719298,7,10,7,20,9,4,4.5,3.5,4.5,16.5,12.5,15,14,16,16,15,15,91,76,45,49,34,34,24,80,39,46,35,35,48,50,NA,NA,1,10 or more,block12,FALSE
US_Maryland,8n04l21,female,21,15,nonmusician,USA,Maryland University – Department of Psychology,10m07e22,NA,35,0.6140350877192983,15,16.5,10,27.5,21,7.5,4,8,6,25.5,18,17,14,19,15,14,12,91,79,40,35,22,33,23,61,42,50,47,21,54,61,NA,NA,8,6-9,block12,FALSE
US_Minnesota,1m30b30,male,30,23,musician,USA,Minnesota University - APC lab,1n30j30,NA,52,0.9122807017543859,6,14.5,10.5,32.5,17,10,7,6,6,29,19,14,16,11,8,16,10,75,65,51,56,45,37,33,105,40,51,38,35,55,57,NA,NA,16,10 or more,block12,TRUE
US_Minnesota,2m21g23,female,21,16,musician,USA,Minnesota University - APC lab,11n22a29,NA,43,0.7543859649122807,23,7,8,27,19,7,5,6,6,24,17,15,15,18,17,19,15,99,84,39,44,36,34,28,83,44,56,46,25,50,57,NA,NA,10,10 or more,block12,FALSE
US_Minnesota,3m18n09,female,18,13,musician,USA,Minnesota University - APC lab,15n19e11,NA,40,0.7017543859649122,22,10.5,10,23,18,5,7,5,5.5,22.5,17.5,20,13,18,16,19,11,97,86,35,43,34,33,23,66,44,56,46,49,55,66,NA,NA,11,6-9,block12,FALSE
US_Minnesota,4m19h28,female,19,14,musician,USA,Minnesota University - APC lab,7n18i18,NA,45,0.7894736842105263,27,11.5,11.5,23.5,21,6,5.5,8,5.5,25,19,15,18,18,15,19,15,100,85,40,53,39,34,33,92,47,50,51,36,43,66,NA,NA,8,10 or more,block12,FALSE
US_Minnesota,5m20g29,female,20,14,musician,USA,Minnesota University - APC lab,5n21n18,NA,47,0.8245614035087719,26,11.5,8,31,27,8,7,9,6,30,22,12,20,15,19,15,15,96,81,42,52,35,40,35,97,38,47,45,48,48,47,NA,NA,11,10 or more,block12,TRUE
US_Minnesota,6m23r20,male,23,18,musician,USA,Minnesota University - APC lab,9n23e01,NA,50,0.8771929824561403,23,12,8.5,26,21,7,5.5,6.5,5.5,24.5,17.5,15,20,20,18,18,19,110,91,42,50,41,40,35,96,38,44,58,47,57,40.5,NA,NA,13,10 or more,block12,TRUE
US_Minnesota,7m20k11,male,20,14,musician,USA,Minnesota University - APC lab,16n20l19,NA,44,0.7719298245614035,17,8.5,9,19,24,8,6,9,7,30,22,19,15,20,19,19,17,109,92,50,63,47,36,39,109,51,59,57,20,50,61,NA,NA,14,6-9,block12,FALSE
US_Minnesota,8m20j18,male,20,16,musician,USA,Minnesota University - APC lab,12n21b14,NA,48,0.8421052631578947,16,14.5,10,22,21,5,3.5,6,5,19.5,14.5,19,19,20,14,20,20,112,92,49,51,38,38,35,99,33,52,37,38,48,61,NA,NA,10,10 or more,block12,TRUE
US_Minnesota,9m20p27,female,20,15,musician,USA,Minnesota University - APC lab,4n20a17,NA,48,0.8421052631578947,12,10.5,6,29.5,19,8,7.5,7.5,5,28,20,15,17,16,14,17,10,89,79,46,50,39,35,32,98,19,40,50,37,47,66,NA,NA,17,10 or more,block12,TRUE
US_Minnesota,10m21c14,male,21,15,musician,USA,Minnesota University - APC lab,21n22a03,NA,46,0.8070175438596491,22,10,7.5,26,27,9.5,6.5,7,4.5,27.5,18,15,18,17,19,18,15,102,87,37,50,38,33,36,95,53,37,27,34,49,54.5,NA,NA,9,10 or more,block12,FALSE
US_Minnesota,11m18g06,male,18,13,musician,USA,Minnesota University - APC lab,6n18s11,NA,47,0.8245614035087719,28,13.5,11.5,27.5,25,7,7,7,7.5,28.5,21.5,18,17,20,20,16,19,110,91,50,63,41,38,34,106,24,47,24,37,60,39,NA,NA,9,6-9,block12,FALSE
US_Minnesota,12m26t17,female,26,17,musician,USA,Minnesota University - APC lab,20n26p05,NA,48,0.8421052631578947,16,8,9,23.5,-15,6,4,5,6,21,15,9,15,9,15,14,15,77,62,33,43,33,33,23,67,46,42,26,26,51,43,NA,NA,14,3-5,block12,FALSE
US_Minnesota,13m19n13,male,19,14,musician,USA,Minnesota University - APC lab,19n20r21,NA,48,0.8421052631578947,25,9.5,8.5,17.5,19,5,6,9,6,26,21,19,17,18,11,20,18,103,85,53,62,41,40,28,100,44,54,56,17,57,64.5,NA,NA,15,10 or more,block12,FALSE
US_Minnesota,14m21i20,male,21,15,musician,USA,Minnesota University - APC lab,10n22p10,NA,48,0.8421052631578947,33,11,11,27.5,23,8.5,6,7,7,28.5,20,17,13,18,20,19,19,106,87,42,56,41,28,44,106,49,47,37,21,50,45.5,NA,NA,10,10 or more,block12,TRUE
US_Minnesota,15m19e16,female,19,14,musician,USA,Minnesota University - APC lab,8n19s21,NA,50,0.8771929824561403,33,13,10,28,23,6.5,7,7.5,6.5,27.5,21,19,17,19,18,18,14,105,91,53,58,41,41,24,90,40,42,55,37,54,66,NA,NA,11,10 or more,block12,TRUE
US_Minnesota,16m27b11,male,27,17,musician,USA,Minnesota University - APC lab,3n26g09,NA,49,0.8596491228070176,25,12.5,9,29,27,5.5,2.5,6.5,5.5,20,14.5,20,20,18,14,20,17,109,92,62,63,45,41,47,123,56,31,43,22,55,61,NA,NA,10,10 or more,block12,TRUE
US_Minnesota,17m21c17,female,21,15,musician,USA,Minnesota University - APC lab,2n20a20,NA,48,0.8421052631578947,20,10.5,8,24.5,27,8,6,7,5,26,18,17,17,19,19,19,14,105,91,55,55,44,39,27,101,44,45,35,28,56,58,NA,NA,11,10 or more,block12,TRUE
US_Minnesota,18m21s13,female,21,16,musician,USA,Minnesota University - APC lab,13n20n30,NA,51,0.8947368421052632,26,12,9.5,31.5,21,7,3.5,9.5,5,25,18,18,20,19,19,20,17,113,96,43,55,44,40,47,113,31,44,40,31,53,63.5,NA,NA,12,10 or more,block12,FALSE
US_Minnesota,19m19t05,male,19,15,musician,USA,Minnesota University - APC lab,14n19n16,NA,48,0.8421052631578947,26,15,10,18,27,9,6,4,6.5,25.5,16.5,12,15,16,12,13,10,78,68,41,56,40,30,38,101,54,56,49,17,50,63.5,NA,NA,12,10 or more,block12,TRUE
US_Minnesota,20m30a06,female,30,19,musician,USA,Minnesota University - APC lab,18n29r25,NA,52,0.9122807017543859,18,7.5,9,26,24,7.5,3,5.5,6.5,22.5,15,12,14,14,18,17,9,84,75,32,44,37,29,30,80,30,45,44,35,44,8,NA,NA,12,2,block12,FALSE
US_Minnesota,21m19a23,female,19,14,musician,USA,Minnesota University - APC lab,17n20m15,NA,48,0.8421052631578947,16,12.5,11.5,19.5,17,7,5,7.5,5.5,25,18,16,20,20,16,19,15,106,91,48,58,40,40,37,101,34,49,45,44,49,60.5,NA,NA,10,10 or more,block12,TRUE
US_Minnesota,1n30j30,male,30,23,nonmusician,USA,Minnesota University - APC lab,1m30b30,NA,50,0.8771929824561403,26,11.5,12,28.5,28,4,4.5,7.5,7,23,19,14,14,15,12,16,12,83,71,29,39,9,35,18,47,37,52,48,19,39,59,NA,NA,NA,0.5,block12,TRUE
US_Minnesota,2n20a20,female,20,16,nonmusician,USA,Minnesota University - APC lab,17m21c17,NA,44,0.7719298245614035,24,10,9,26.5,21,6,2.5,3.5,4,16,10,13,19,19,17,13,14,95,81,24,41,10,33,21,47,49,45,50,47,21,63.5,NA,NA,NA,0,block12,TRUE
US_Minnesota,3n26g09,male,26,16,nonmusician,USA,Minnesota University - APC lab,16m27b11,NA,44,0.7719298245614035,22,8.5,9,14.5,-6,4,5.5,6,6,21.5,17.5,14,14,15,17,15,12,87,75,35,46,24,27,34,74,54,58,51,15,52,56,NA,NA,NA,2,block12,TRUE
US_Minnesota,4n20a17,female,20,15,nonmusician,USA,Minnesota University - APC lab,9m20p27,NA,46,0.8070175438596491,30,8,12,16.5,27,2.5,5,5,3,15.5,13,11,19,20,7,15,19,91,72,31,28,18,37,13,47,40,42,32,47,46,66,NA,NA,NA,1,block12,TRUE
US_Minnesota,5n21n18,female,21,14,nonmusician,USA,Minnesota University - APC lab,5m20g29,NA,44,0.7719298245614035,20,10.5,11.5,30,23,6.5,5,4,5.5,21,14.5,18,20,20,18,18,17,111,94,42,51,14,39,27,66,49,52,38,40,44,62,1,5,NA,0,block12,TRUE
US_Minnesota,6n18s11,male,18,13,nonmusician,USA,Minnesota University - APC lab,11m18g06,NA,47,0.8245614035087719,28,10,10,19.5,24,4.5,5,6,7,22.5,18,15,14,20,12,14,17,92,75,39,44,9,28,25,60,35,35,43,26,28,63.5,NA,NA,NA,0,block12,FALSE
US_Minnesota,7n18i18,female,18,13,nonmusician,USA,Minnesota University - APC lab,4m19h28,NA,43,0.7543859649122807,19,13,11.5,19.5,19,5,6.5,6,6,23.5,18.5,10,8,16,11,10,8,63,55,26,41,11,27,24,53,36,40,40,42,33,58,NA,NA,NA,0,block12,FALSE
US_Minnesota,8n19s21,female,19,14,nonmusician,USA,Minnesota University - APC lab,15m19e16,NA,50,0.8771929824561403,24,13.5,8,33.5,28,5,5,4.5,5,19.5,14.5,16,14,16,17,12,9,84,75,32,31,15,28,20,49,35,52,28,51,41,62,NA,NA,NA,2,block12,TRUE
US_Minnesota,9n23e01,male,23,17,nonmusician,USA,Minnesota University - APC lab,6m23r20,NA,46,0.8070175438596491,16,9,9.5,24.5,25,6.5,4.5,4,5.5,20.5,14,12,16,16,18,14,16,92,76,34,47,15,34,29,64,38,45,36,30,44,58,NA,NA,NA,0,block12,TRUE
US_Minnesota,10n22p10,male,22,14,nonmusician,USA,Minnesota University - APC lab,14m21i20,NA,43,0.7543859649122807,25,11.5,10,29.5,20,6.5,5.5,5.5,5.5,23,16.5,15,13,19,19,13,15,94,79,48,43,12,30,11,51,32,41,34,31,45,40,1,5,NA,1,block12,TRUE
US_Minnesota,11n22a29,female,22,15,nonmusician,USA,Minnesota University - APC lab,2m21g23,NA,46,0.8070175438596491,21,11.5,10,25,20,5.5,6,7.5,6,25,19.5,17,20,20,18,15,14,104,90,40,43,29,39,27,78,36,47,44,50,47,27,NA,NA,NA,6-9,block12,FALSE
US_Minnesota,12n21b14,male,21,16,nonmusician,USA,Minnesota University - APC lab,8m20j18,NA,49,0.8596491228070176,21,13.5,7.5,20.5,27,4.5,5.5,5.5,6.5,22,17.5,9,7,17,8,10,10,61,51,20,34,11,24,15,35,31,49,50,32,33,53,2,5,NA,0,block12,TRUE
US_Minnesota,13n20n30,female,20,15,nonmusician,USA,Minnesota University - APC lab,18m21s13,NA,43,0.7543859649122807,15,10.5,6.5,20,21,5,2,4.5,5.5,17,12,13,14,16,15,12,13,83,70,27,40,28,25,20,58,30,41,46,45,41,51,NA,NA,1,6-9,block12,FALSE
US_Minnesota,14n19n16,male,19,14,nonmusician,USA,Minnesota University - APC lab,19m19t05,NA,41,0.7192982456140351,13,11.5,12.5,18,25,6.5,6,3.5,6.5,22.5,16,14,9,16,16,15,12,82,70,29,33,12,32,22,46,41,50,38,28,34,50.5,NA,NA,NA,0,block12,TRUE
US_Minnesota,15n19e11,female,19,14,nonmusician,USA,Minnesota University - APC lab,3m18n09,NA,38,0.6666666666666666,19,12.5,10,15.5,28,4,3,4,4.5,15.5,11.5,11,9,15,15,11,10,71,61,22,33,10,23,26,47,49,49,52,28,45,52,NA,NA,NA,0,block12,FALSE
US_Minnesota,16n20l19,male,20,14,nonmusician,USA,Minnesota University - APC lab,7m20k11,NA,43,0.7543859649122807,18,11.5,8,15,23,5.5,4,7,3.5,20,14.5,16,10,17,15,16,14,88,74,36,39,25,33,31,76,49,53,38,16,51,59.5,2,5,NA,2,block12,FALSE
US_Minnesota,17n20m15,female,20,15,nonmusician,USA,Minnesota University - APC lab,21m19a23,NA,45,0.7894736842105263,16,10.5,9.5,17,-15,6,6,6,6.5,24.5,18.5,17,19,20,16,19,16,107,91,44,50,19,37,32,75,51,54,52,31,51,63.5,2,5,NA,2,block12,TRUE
US_Minnesota,18n29r25,female,29,18,nonmusician,USA,Minnesota University - APC lab,20m30a06,NA,46,0.8070175438596491,13,8.5,6.5,18.5,11,7,3.5,5,6,21.5,14.5,16,13,16,16,14,12,87,75,40,42,20,29,21,63,33,45,38,31,42,34,NA,NA,NA,0,block12,FALSE
US_Minnesota,19n20r21,male,20,14,nonmusician,USA,Minnesota University - APC lab,13m19n13,NA,49,0.8596491228070176,13,6.5,7,21.5,15,5.5,2.5,5,4,17,11.5,16,16,16,15,15,13,91,78,43,52,23,34,28,72,41,40,39,39,45,38,3,4,NA,3-5,block12,FALSE
US_Minnesota,20n26p05,female,26,18,nonmusician,USA,Minnesota University - APC lab,12m26t17,NA,47,0.8245614035087719,27,11,9,24,14,7.5,6,7,5.5,26,18.5,14,14,20,20,17,10,95,85,28,39,8,28,29,51,36,48,49,23,39,58,NA,NA,NA,0,block12,FALSE
